Account Number,Transaction Posting date,Transaction capture date,Transaction amount,Debit or Credit,Transaction code,Transaction Currency
1234500023,2017-11-14,2017-11-14,628,C,2001,HKD
1234500769,2017-10-09,2017-10-09,1021,D,10001,HKD
1234500954,2018-03-21,2018-03-21,298,D,10001,HKD
1234500997,2018-03-30,2018-03-30,678,C,2001,INR
1234500774,2018-01-05,2018-01-05,540,D,10001,CAD
1234500924,2017-12-29,2017-12-29,1059,D,10001,HKD
1234500311,2018-02-10,2018-02-10,844,C,2001,USD
1234500106,2017-08-31,2017-08-31,1466,C,2001,INR
1234500021,2018-02-16,2018-02-16,1334,C,2001,CAD
1234500195,2017-08-11,2017-08-11,655,D,10001,HKD
1234500110,2017-09-24,2017-09-24,1196,D,10001,CAD
1234500913,2017-09-07,2017-09-07,197,D,10001,USD
1234500839,2017-09-21,2017-09-21,858,C,2001,HKD
1234500846,2017-10-11,2017-10-11,770,D,10001,INR
1234500555,2017-08-20,2017-08-20,401,C,2001,CAD
1234500620,2017-08-14,2017-08-14,531,C,2001,INR
1234500820,2018-03-21,2018-03-21,717,D,10001,CAD
1234500143,2017-07-13,2017-07-13,1024,C,2001,USD
1234500501,2017-12-26,2017-12-26,1484,D,10001,INR
1234500403,2017-11-03,2017-11-03,1192,C,2001,HKD
1234500746,2018-02-25,2018-02-25,530,C,2001,USD
1234500280,2017-07-10,2017-07-10,165,C,2001,HKD
1234500183,2017-12-07,2017-12-07,690,C,2001,USD
1234500547,2017-07-25,2017-07-25,1110,D,10001,INR
1234500178,2017-08-18,2017-08-18,964,C,2001,CAD
1234500598,2017-12-04,2017-12-04,842,C,2001,USD
1234500912,2017-12-17,2017-12-17,1070,C,2001,HKD
1234500193,2017-08-12,2017-08-12,493,D,10001,CAD
1234500373,2017-12-02,2017-12-02,283,D,10001,USD
1234500670,2017-07-24,2017-07-24,215,D,10001,INR
1234500788,2017-11-19,2017-11-19,1438,D,10001,HKD
1234500284,2017-11-13,2017-11-13,865,D,10001,HKD
1234500287,2017-08-09,2017-08-09,432,C,2001,HKD
1234500596,2018-02-08,2018-02-08,1363,D,10001,INR
1234500829,2018-01-20,2018-01-20,176,D,10001,INR
1234500115,2017-09-27,2017-09-27,388,C,2001,USD
1234500849,2018-03-01,2018-03-01,1318,C,2001,USD
1234500084,2017-12-08,2017-12-08,933,D,10001,CAD
1234500792,2017-12-04,2017-12-04,1020,C,2001,CAD
1234500378,2017-07-22,2017-07-22,225,C,2001,USD
1234500361,2018-03-24,2018-03-24,598,C,2001,USD
1234500224,2017-09-26,2017-09-26,1106,D,10001,CAD
1234500922,2017-08-14,2017-08-14,210,C,2001,CAD
1234500066,2017-10-12,2017-10-12,392,D,10001,INR
1234500933,2018-01-11,2018-01-11,874,D,10001,INR
1234500757,2017-08-27,2017-08-27,948,D,10001,INR
1234500947,2017-10-06,2017-10-06,1456,C,2001,USD
1234500766,2017-08-17,2017-08-17,1249,C,2001,CAD
1234500271,2017-09-10,2017-09-10,924,C,2001,HKD
1234500954,2017-07-30,2017-07-30,250,D,10001,HKD
1234500253,2017-12-20,2017-12-20,730,C,2001,HKD
1234500201,2017-08-21,2017-08-21,729,C,2001,USD
1234500962,2017-10-24,2017-10-24,1100,C,2001,USD
1234500353,2017-08-18,2017-08-18,199,D,10001,USD
1234500788,2017-10-08,2017-10-08,1262,C,2001,CAD
1234500810,2017-09-02,2017-09-02,118,D,10001,HKD
1234500988,2018-03-08,2018-03-08,1073,C,2001,USD
1234500969,2017-11-07,2017-11-07,1062,D,10001,HKD
1234500805,2017-12-14,2017-12-14,462,C,2001,HKD
1234500911,2018-01-16,2018-01-16,681,C,2001,HKD
1234500686,2018-03-16,2018-03-16,297,C,2001,HKD
1234500103,2017-09-12,2017-09-12,1209,C,2001,USD
1234500248,2018-01-26,2018-01-26,348,C,2001,USD
1234500237,2017-07-23,2017-07-23,209,C,2001,HKD
1234500403,2018-03-18,2018-03-18,276,D,10001,INR
1234500004,2018-03-30,2018-03-30,995,D,10001,HKD
1234500596,2017-10-01,2017-10-01,1147,C,2001,HKD
1234500713,2017-11-04,2017-11-04,969,C,2001,CAD
1234500251,2018-01-24,2018-01-24,1323,C,2001,HKD
1234500657,2017-07-09,2017-07-09,1393,C,2001,INR
1234500556,2017-11-11,2017-11-11,604,C,2001,USD
1234500034,2018-02-05,2018-02-05,1026,D,10001,CAD
1234500828,2017-09-23,2017-09-23,729,C,2001,CAD
1234500412,2017-09-15,2017-09-15,723,D,10001,HKD
1234500139,2017-11-08,2017-11-08,1449,C,2001,HKD
1234500732,2018-02-13,2018-02-13,1337,C,2001,HKD
1234500274,2018-02-26,2018-02-26,949,C,2001,USD
1234500556,2017-08-14,2017-08-14,333,D,10001,USD
1234500516,2017-12-18,2017-12-18,1178,D,10001,USD
1234500178,2018-02-07,2018-02-07,999,C,2001,HKD
1234500862,2017-11-28,2017-11-28,430,C,2001,USD
1234500034,2017-11-03,2017-11-03,634,D,10001,USD
1234500852,2018-02-03,2018-02-03,847,D,10001,INR
1234500947,2018-02-06,2018-02-06,987,D,10001,HKD
1234500597,2018-02-25,2018-02-25,438,C,2001,HKD
1234500292,2018-03-29,2018-03-29,647,D,10001,USD
1234500272,2018-02-22,2018-02-22,1053,C,2001,CAD
1234500214,2017-08-29,2017-08-29,546,C,2001,CAD
1234500129,2017-07-13,2017-07-13,680,D,10001,CAD
1234500246,2018-03-31,2018-03-31,382,C,2001,USD
1234500217,2018-01-25,2018-01-25,608,D,10001,INR
1234500551,2017-09-07,2017-09-07,267,D,10001,USD
1234500281,2017-10-17,2017-10-17,512,D,10001,USD
1234500501,2017-11-30,2017-11-30,1292,C,2001,INR
1234500537,2017-12-10,2017-12-10,402,D,10001,INR
1234500596,2017-07-25,2017-07-25,1263,D,10001,INR
1234500611,2017-12-01,2017-12-01,1199,C,2001,HKD
1234500852,2017-11-11,2017-11-11,833,D,10001,INR
1234500901,2017-07-03,2017-07-03,401,D,10001,INR
1234500155,2017-10-27,2017-10-27,361,C,2001,INR
1234500289,2018-01-18,2018-01-18,882,C,2001,HKD
1234500420,2017-10-13,2017-10-13,1301,D,10001,USD
1234500177,2017-12-13,2017-12-13,618,C,2001,HKD
1234500528,2017-12-13,2017-12-13,267,C,2001,USD
1234500397,2017-07-19,2017-07-19,1179,C,2001,CAD
1234500502,2018-02-25,2018-02-25,321,D,10001,CAD
1234500071,2018-01-01,2018-01-01,915,D,10001,HKD
1234500013,2017-07-22,2017-07-22,1060,D,10001,HKD
1234500898,2018-01-22,2018-01-22,674,D,10001,CAD
1234500407,2018-01-03,2018-01-03,619,C,2001,INR
1234500954,2017-07-16,2017-07-16,1442,D,10001,CAD
1234500569,2017-08-14,2017-08-14,1477,C,2001,INR
1234500298,2017-12-14,2017-12-14,167,D,10001,USD
1234500445,2017-08-23,2017-08-23,357,D,10001,USD
1234500441,2017-07-18,2017-07-18,493,D,10001,USD
1234500720,2017-10-20,2017-10-20,546,D,10001,USD
1234500601,2017-08-13,2017-08-13,1314,C,2001,HKD
1234500824,2017-07-12,2017-07-12,1056,C,2001,HKD
1234500165,2018-02-25,2018-02-25,513,D,10001,USD
1234500695,2018-03-21,2018-03-21,534,C,2001,INR
1234500673,2017-07-17,2017-07-17,1165,D,10001,INR
1234500944,2017-11-13,2017-11-13,986,C,2001,HKD
1234500911,2017-07-06,2017-07-06,1102,C,2001,USD
1234500369,2018-02-23,2018-02-23,180,C,2001,CAD
1234500910,2018-01-04,2018-01-04,429,D,10001,CAD
1234500301,2018-02-19,2018-02-19,330,C,2001,INR
1234500724,2017-08-19,2017-08-19,113,D,10001,INR
1234500446,2018-01-12,2018-01-12,1163,D,10001,HKD
1234500406,2017-12-31,2017-12-31,330,D,10001,USD
1234500917,2018-02-23,2018-02-23,1450,D,10001,USD
1234500546,2017-08-04,2017-08-04,1021,D,10001,INR
1234500389,2017-07-24,2017-07-24,1108,C,2001,CAD
1234500480,2017-07-29,2017-07-29,240,C,2001,INR
1234500474,2018-02-08,2018-02-08,592,C,2001,INR
1234500415,2017-08-10,2017-08-10,1191,C,2001,USD
1234500578,2017-09-15,2017-09-15,491,D,10001,INR
1234500566,2018-03-04,2018-03-04,465,D,10001,INR
1234500828,2017-11-05,2017-11-05,530,D,10001,INR
1234500143,2018-01-02,2018-01-02,911,C,2001,CAD
1234500812,2018-01-30,2018-01-30,384,C,2001,HKD
1234500601,2018-02-13,2018-02-13,1385,D,10001,HKD
1234500175,2018-01-17,2018-01-17,1267,C,2001,INR
1234500138,2017-12-18,2017-12-18,1380,C,2001,CAD
1234500308,2017-10-29,2017-10-29,134,D,10001,INR
1234500056,2017-08-06,2017-08-06,960,D,10001,USD
1234500561,2017-12-31,2017-12-31,918,D,10001,USD
1234500749,2017-11-25,2017-11-25,233,C,2001,INR
1234500638,2018-03-09,2018-03-09,593,C,2001,HKD
1234500394,2017-08-27,2017-08-27,1193,D,10001,INR
1234500496,2017-11-20,2017-11-20,538,D,10001,USD
1234500386,2017-08-31,2017-08-31,511,C,2001,INR
1234500560,2017-09-29,2017-09-29,1083,D,10001,HKD
1234500295,2018-01-08,2018-01-08,570,D,10001,USD
1234500758,2017-10-26,2017-10-26,519,D,10001,HKD
1234500189,2017-10-23,2017-10-23,721,D,10001,INR
1234500706,2017-10-07,2017-10-07,979,D,10001,USD
1234500162,2018-02-20,2018-02-20,1118,D,10001,INR
1234500124,2018-01-19,2018-01-19,461,D,10001,INR
1234500980,2017-07-13,2017-07-13,143,C,2001,USD
1234500188,2018-01-31,2018-01-31,343,D,10001,CAD
1234500819,2018-02-23,2018-02-23,1219,D,10001,INR
1234500243,2017-09-26,2017-09-26,474,D,10001,CAD
1234500724,2017-11-21,2017-11-21,263,D,10001,INR
1234500777,2018-01-02,2018-01-02,726,D,10001,HKD
1234500839,2017-12-19,2017-12-19,307,D,10001,INR
1234500555,2018-03-21,2018-03-21,532,C,2001,INR
1234500482,2017-10-12,2017-10-12,581,C,2001,CAD
1234500894,2017-10-11,2017-10-11,512,C,2001,USD
1234500733,2018-01-22,2018-01-22,1462,C,2001,INR
1234500824,2017-09-17,2017-09-17,1431,C,2001,CAD
1234500280,2017-07-04,2017-07-04,680,C,2001,HKD
1234500405,2017-07-26,2017-07-26,817,D,10001,INR
1234500106,2017-07-06,2017-07-06,798,C,2001,USD
1234500952,2018-01-17,2018-01-17,824,C,2001,HKD
1234500728,2018-02-28,2018-02-28,409,D,10001,INR
1234500509,2018-01-14,2018-01-14,436,D,10001,HKD
1234500368,2018-01-06,2018-01-06,1061,C,2001,HKD
1234500879,2018-01-23,2018-01-23,1476,C,2001,INR
1234500693,2017-09-09,2017-09-09,162,D,10001,INR
1234500962,2017-11-28,2017-11-28,306,C,2001,INR
1234500961,2018-02-28,2018-02-28,1124,C,2001,CAD
1234500715,2017-08-22,2017-08-22,535,D,10001,INR
1234500174,2017-07-29,2017-07-29,929,D,10001,USD
1234500234,2018-01-06,2018-01-06,731,C,2001,INR
1234500510,2017-10-07,2017-10-07,233,C,2001,CAD
1234500840,2018-01-14,2018-01-14,698,C,2001,CAD
1234500580,2017-09-08,2017-09-08,117,C,2001,CAD
1234500505,2018-01-08,2018-01-08,1017,C,2001,INR
1234500011,2018-01-14,2018-01-14,202,D,10001,INR
1234500428,2017-11-25,2017-11-25,1092,D,10001,USD
1234500506,2017-08-13,2017-08-13,811,C,2001,HKD
1234500159,2017-10-25,2017-10-25,198,C,2001,INR
1234500084,2017-10-12,2017-10-12,348,C,2001,USD
1234500632,2017-07-25,2017-07-25,461,C,2001,CAD
1234500342,2017-11-07,2017-11-07,675,D,10001,USD
1234500014,2018-01-12,2018-01-12,1383,C,2001,USD
1234500117,2017-10-20,2017-10-20,1031,C,2001,HKD
1234500619,2017-08-13,2017-08-13,1012,D,10001,USD
1234500681,2017-09-06,2017-09-06,717,C,2001,USD
1234500638,2017-11-01,2017-11-01,1008,C,2001,INR
1234500947,2017-08-30,2017-08-30,838,D,10001,HKD
1234500901,2017-07-25,2017-07-25,1425,C,2001,USD
1234500972,2018-02-11,2018-02-11,980,D,10001,INR
1234500823,2018-03-30,2018-03-30,749,C,2001,CAD
1234500819,2018-03-17,2018-03-17,1086,D,10001,INR
1234500539,2018-01-25,2018-01-25,120,D,10001,USD
1234500378,2018-01-30,2018-01-30,483,D,10001,USD
1234500955,2018-02-09,2018-02-09,118,D,10001,INR
1234500304,2017-10-09,2017-10-09,723,C,2001,USD
1234500932,2017-12-13,2017-12-13,1360,C,2001,USD
1234500348,2018-02-25,2018-02-25,741,C,2001,CAD
1234500766,2017-08-24,2017-08-24,1153,C,2001,INR
1234500842,2017-07-16,2017-07-16,612,C,2001,HKD
1234500589,2018-03-26,2018-03-26,382,C,2001,INR
1234500179,2018-03-09,2018-03-09,649,C,2001,HKD
1234500287,2017-10-11,2017-10-11,169,D,10001,USD
1234500920,2017-08-20,2017-08-20,798,C,2001,USD
1234500421,2017-09-22,2017-09-22,807,C,2001,HKD
1234500224,2018-03-09,2018-03-09,304,D,10001,CAD
1234500869,2018-03-04,2018-03-04,174,D,10001,USD
1234500158,2017-11-12,2017-11-12,322,D,10001,CAD
1234500194,2018-02-24,2018-02-24,180,D,10001,INR
1234500880,2017-10-11,2017-10-11,1395,D,10001,CAD
1234500011,2018-01-22,2018-01-22,1128,D,10001,CAD
1234500860,2017-12-27,2017-12-27,1488,C,2001,INR
1234500775,2017-11-03,2017-11-03,498,D,10001,CAD
1234500487,2017-07-28,2017-07-28,920,C,2001,HKD
1234500261,2017-10-22,2017-10-22,487,C,2001,INR
1234500832,2017-12-27,2017-12-27,974,D,10001,CAD
1234500493,2017-11-05,2017-11-05,282,D,10001,HKD
1234500444,2018-01-05,2018-01-05,862,D,10001,USD
1234500868,2017-07-21,2017-07-21,598,C,2001,HKD
1234500912,2018-01-03,2018-01-03,1096,C,2001,INR
1234500930,2017-11-23,2017-11-23,1223,D,10001,INR
1234500105,2017-11-29,2017-11-29,194,C,2001,HKD
1234500676,2017-07-22,2017-07-22,307,D,10001,CAD
1234500665,2018-02-11,2018-02-11,1349,D,10001,CAD
1234500428,2017-08-23,2017-08-23,213,D,10001,USD
1234500750,2017-12-05,2017-12-05,648,C,2001,CAD
1234500777,2018-01-28,2018-01-28,1085,C,2001,USD
1234500873,2018-01-27,2018-01-27,912,D,10001,HKD
1234500589,2018-02-24,2018-02-24,377,C,2001,USD
1234500432,2017-09-16,2017-09-16,935,C,2001,CAD
1234500902,2017-10-20,2017-10-20,1500,D,10001,USD
1234500630,2018-02-03,2018-02-03,506,D,10001,HKD
1234500107,2018-02-01,2018-02-01,1171,C,2001,HKD
1234500345,2018-01-30,2018-01-30,1252,C,2001,USD
1234500229,2017-07-15,2017-07-15,1277,C,2001,INR
1234500640,2017-10-24,2017-10-24,1409,C,2001,INR
1234500464,2017-08-18,2017-08-18,1262,D,10001,CAD
1234500334,2018-01-04,2018-01-04,1186,D,10001,INR
1234500685,2018-03-08,2018-03-08,235,D,10001,USD
1234500630,2017-12-16,2017-12-16,1449,C,2001,INR
1234500831,2017-11-17,2017-11-17,456,D,10001,HKD
1234500233,2017-09-14,2017-09-14,1057,D,10001,CAD
1234500920,2017-09-19,2017-09-19,110,D,10001,CAD
1234500481,2018-01-09,2018-01-09,977,D,10001,INR
1234500148,2018-02-20,2018-02-20,1233,C,2001,INR
1234500633,2017-10-06,2017-10-06,725,D,10001,HKD
1234500775,2017-12-02,2017-12-02,613,D,10001,INR
1234500716,2017-10-27,2017-10-27,1176,C,2001,HKD
1234500424,2017-10-08,2017-10-08,896,C,2001,CAD
1234500158,2017-08-13,2017-08-13,1254,C,2001,CAD
1234500498,2018-02-15,2018-02-15,1195,D,10001,CAD
1234500335,2017-07-22,2017-07-22,655,C,2001,HKD
1234500396,2017-12-03,2017-12-03,878,D,10001,INR
1234500473,2018-01-08,2018-01-08,560,D,10001,USD
1234500156,2017-08-29,2017-08-29,105,D,10001,HKD
1234500863,2017-10-21,2017-10-21,861,D,10001,HKD
1234500125,2017-10-29,2017-10-29,884,D,10001,HKD
1234500483,2018-01-18,2018-01-18,1354,C,2001,INR
1234500473,2018-03-20,2018-03-20,968,C,2001,CAD
1234500004,2018-03-10,2018-03-10,1157,D,10001,INR
1234500462,2018-01-19,2018-01-19,1101,D,10001,USD
1234500341,2017-12-12,2017-12-12,425,D,10001,CAD
1234500857,2018-02-21,2018-02-21,998,D,10001,USD
1234500557,2018-03-12,2018-03-12,684,C,2001,HKD
1234500399,2017-10-12,2017-10-12,1331,C,2001,USD
1234500489,2018-03-04,2018-03-04,257,C,2001,HKD
1234500567,2018-03-07,2018-03-07,1393,C,2001,CAD
1234500701,2017-08-08,2017-08-08,539,C,2001,CAD
1234500306,2017-11-11,2017-11-11,1150,D,10001,HKD
1234500744,2018-01-23,2018-01-23,1250,C,2001,CAD
1234500120,2017-11-20,2017-11-20,1222,C,2001,CAD
1234500437,2017-11-07,2017-11-07,537,C,2001,INR
1234500494,2018-03-26,2018-03-26,1338,D,10001,CAD
1234500536,2018-01-08,2018-01-08,1274,C,2001,USD
1234500399,2017-08-15,2017-08-15,1190,D,10001,HKD
1234500007,2018-01-30,2018-01-30,311,D,10001,USD
1234500120,2017-11-21,2017-11-21,313,D,10001,CAD
1234500106,2017-07-24,2017-07-24,951,D,10001,USD
1234500779,2017-10-02,2017-10-02,282,C,2001,INR
1234500726,2017-10-06,2017-10-06,416,C,2001,USD
1234500579,2017-11-14,2017-11-14,1460,C,2001,HKD
1234500429,2018-01-06,2018-01-06,1116,D,10001,CAD
1234500257,2017-10-27,2017-10-27,450,D,10001,INR
1234500743,2017-09-21,2017-09-21,1086,D,10001,USD
1234500744,2017-08-10,2017-08-10,1444,D,10001,INR
1234500960,2017-12-16,2017-12-16,895,D,10001,HKD
1234500864,2017-10-07,2017-10-07,1122,D,10001,USD
1234500734,2018-01-27,2018-01-27,1212,D,10001,HKD
1234500759,2017-09-20,2017-09-20,221,D,10001,INR
1234500652,2017-07-26,2017-07-26,927,C,2001,HKD
1234500845,2017-11-30,2017-11-30,397,C,2001,HKD
1234500500,2018-01-08,2018-01-08,555,D,10001,CAD
1234500514,2017-10-20,2017-10-20,760,C,2001,USD
1234500343,2017-07-30,2017-07-30,1250,C,2001,USD
1234500253,2017-10-06,2017-10-06,1022,D,10001,HKD
1234500343,2017-07-05,2017-07-05,1494,C,2001,HKD
1234500075,2017-09-24,2017-09-24,633,C,2001,CAD
1234500248,2017-12-05,2017-12-05,324,D,10001,USD
1234500204,2017-07-28,2017-07-28,1490,C,2001,CAD
1234500165,2017-08-23,2017-08-23,859,C,2001,HKD
1234500963,2017-09-15,2017-09-15,1113,C,2001,INR
1234500671,2017-12-24,2017-12-24,595,D,10001,HKD
1234500150,2018-01-09,2018-01-09,1410,C,2001,HKD
1234500305,2017-10-20,2017-10-20,252,C,2001,INR
1234500708,2017-07-29,2017-07-29,477,D,10001,INR
1234500890,2017-07-20,2017-07-20,174,C,2001,INR
1234500363,2017-08-06,2017-08-06,1021,D,10001,USD
1234500169,2017-11-25,2017-11-25,698,C,2001,INR
1234500081,2018-01-27,2018-01-27,1373,D,10001,USD
1234500207,2017-10-21,2017-10-21,1348,D,10001,USD
1234500345,2017-11-28,2017-11-28,1262,C,2001,INR
1234500498,2017-12-27,2017-12-27,1317,C,2001,CAD
1234500855,2017-12-11,2017-12-11,713,C,2001,HKD
1234500915,2017-12-31,2017-12-31,303,C,2001,HKD
1234500338,2017-10-10,2017-10-10,1311,C,2001,CAD
1234500035,2017-10-02,2017-10-02,269,D,10001,INR
1234500455,2017-11-01,2017-11-01,179,D,10001,CAD
1234500018,2017-08-06,2017-08-06,101,D,10001,CAD
1234500677,2017-09-26,2017-09-26,189,C,2001,INR
1234500187,2017-09-03,2017-09-03,454,D,10001,HKD
1234500245,2017-08-30,2017-08-30,1329,D,10001,HKD
1234500016,2017-11-20,2017-11-20,1485,D,10001,INR
1234500589,2017-11-02,2017-11-02,1149,C,2001,USD
1234500595,2018-01-30,2018-01-30,349,D,10001,HKD
1234500073,2017-09-12,2017-09-12,383,C,2001,CAD
1234500964,2017-07-23,2017-07-23,174,D,10001,CAD
1234500682,2018-03-08,2018-03-08,1189,C,2001,HKD
1234500712,2018-01-11,2018-01-11,199,C,2001,CAD
1234500769,2017-11-28,2017-11-28,131,C,2001,USD
1234500841,2017-11-12,2017-11-12,1192,D,10001,HKD
1234500058,2017-07-31,2017-07-31,140,C,2001,HKD
1234500609,2017-09-30,2017-09-30,799,D,10001,HKD
1234500191,2017-12-05,2017-12-05,644,C,2001,HKD
1234500595,2017-08-20,2017-08-20,1227,C,2001,USD
1234500763,2017-09-20,2017-09-20,496,D,10001,INR
1234500276,2017-09-17,2017-09-17,252,C,2001,USD
1234500897,2018-03-15,2018-03-15,1382,C,2001,INR
1234500758,2017-11-29,2017-11-29,1393,C,2001,CAD
1234500621,2017-07-12,2017-07-12,686,D,10001,HKD
1234500222,2017-08-26,2017-08-26,758,C,2001,INR
1234500988,2017-09-20,2017-09-20,1307,D,10001,CAD
1234500035,2017-12-06,2017-12-06,1144,D,10001,CAD
1234500298,2017-08-12,2017-08-12,1028,D,10001,USD
1234500121,2017-09-30,2017-09-30,1309,D,10001,USD
1234500561,2017-07-20,2017-07-20,148,C,2001,HKD
1234500195,2017-12-21,2017-12-21,857,C,2001,INR
1234500892,2018-02-15,2018-02-15,680,D,10001,USD
1234500587,2017-10-22,2017-10-22,107,D,10001,HKD
1234500887,2017-11-22,2017-11-22,1208,D,10001,USD
1234500168,2017-11-12,2017-11-12,647,D,10001,HKD
1234500815,2017-10-10,2017-10-10,1193,D,10001,HKD
1234500321,2017-10-23,2017-10-23,1070,C,2001,HKD
1234500045,2017-08-07,2017-08-07,960,D,10001,INR
1234500022,2017-12-04,2017-12-04,1099,C,2001,HKD
1234500045,2018-01-27,2018-01-27,221,C,2001,INR
1234500937,2017-12-30,2017-12-30,387,C,2001,INR
1234500602,2018-01-01,2018-01-01,1072,D,10001,USD
1234500238,2017-10-07,2017-10-07,783,D,10001,USD
1234500190,2018-02-26,2018-02-26,665,C,2001,HKD
1234500583,2017-10-04,2017-10-04,233,C,2001,USD
1234500011,2017-08-21,2017-08-21,1418,D,10001,HKD
1234500250,2018-01-08,2018-01-08,133,D,10001,USD
1234500950,2018-03-20,2018-03-20,1025,D,10001,HKD
1234500047,2017-09-28,2017-09-28,1112,D,10001,USD
1234500145,2017-08-02,2017-08-02,488,D,10001,USD
1234500199,2017-09-10,2017-09-10,324,D,10001,USD
1234500085,2017-12-05,2017-12-05,179,C,2001,HKD
1234500362,2017-08-15,2017-08-15,1371,C,2001,USD
1234500509,2017-08-18,2017-08-18,369,D,10001,CAD
1234500294,2017-10-23,2017-10-23,618,C,2001,USD
1234500059,2017-08-06,2017-08-06,732,D,10001,INR
1234500263,2018-01-19,2018-01-19,754,C,2001,CAD
1234500343,2018-02-26,2018-02-26,884,D,10001,HKD
1234500740,2018-02-27,2018-02-27,481,D,10001,HKD
1234500242,2018-03-08,2018-03-08,529,D,10001,INR
1234500560,2017-10-16,2017-10-16,1193,D,10001,HKD
1234500086,2017-08-01,2017-08-01,164,D,10001,HKD
1234500624,2017-10-17,2017-10-17,1414,D,10001,INR
1234500979,2017-12-17,2017-12-17,943,C,2001,CAD
1234500582,2018-01-20,2018-01-20,856,D,10001,CAD
1234500278,2018-03-21,2018-03-21,1463,C,2001,HKD
1234500213,2017-09-11,2017-09-11,752,C,2001,INR
1234500432,2017-09-04,2017-09-04,1246,D,10001,INR
1234500054,2017-08-19,2017-08-19,119,D,10001,HKD
1234500299,2017-10-27,2017-10-27,128,C,2001,USD
1234500843,2017-12-12,2017-12-12,1013,D,10001,HKD
1234500611,2017-10-28,2017-10-28,1411,C,2001,HKD
1234500402,2017-07-10,2017-07-10,990,D,10001,INR
1234500148,2017-12-09,2017-12-09,825,C,2001,CAD
1234500929,2017-12-06,2017-12-06,1027,D,10001,USD
1234500826,2017-07-13,2017-07-13,572,D,10001,INR
1234500603,2018-03-20,2018-03-20,1243,C,2001,USD
1234500115,2017-08-02,2017-08-02,1217,D,10001,INR
1234500032,2017-10-29,2017-10-29,1241,C,2001,HKD
1234500940,2017-07-14,2017-07-14,673,D,10001,CAD
1234500994,2017-09-07,2017-09-07,1389,C,2001,CAD
1234500800,2018-01-31,2018-01-31,462,D,10001,CAD
1234500918,2017-08-11,2017-08-11,921,D,10001,HKD
1234500956,2017-12-29,2017-12-29,301,D,10001,USD
1234500170,2017-12-01,2017-12-01,267,C,2001,USD
1234500131,2018-02-09,2018-02-09,357,C,2001,USD
1234500745,2017-08-22,2017-08-22,841,C,2001,HKD
1234500889,2017-11-13,2017-11-13,315,D,10001,INR
1234500358,2017-07-05,2017-07-05,336,C,2001,HKD
1234500534,2018-02-24,2018-02-24,397,C,2001,HKD
1234500849,2017-11-01,2017-11-01,130,C,2001,USD
1234500371,2017-08-08,2017-08-08,739,D,10001,INR
1234500363,2018-03-27,2018-03-27,1088,D,10001,USD
1234500608,2017-10-13,2017-10-13,1097,D,10001,HKD
1234500349,2018-01-16,2018-01-16,951,C,2001,HKD
1234500106,2017-09-04,2017-09-04,326,C,2001,HKD
1234500838,2017-10-26,2017-10-26,1372,C,2001,INR
1234500841,2018-02-09,2018-02-09,132,D,10001,HKD
1234500401,2017-12-15,2017-12-15,119,C,2001,HKD
1234500553,2017-11-08,2017-11-08,382,D,10001,INR
1234500742,2017-10-22,2017-10-22,1040,C,2001,USD
1234500266,2017-09-23,2017-09-23,722,C,2001,CAD
1234500209,2017-10-31,2017-10-31,248,D,10001,CAD
1234500082,2017-09-17,2017-09-17,398,D,10001,HKD
1234500423,2018-01-24,2018-01-24,626,C,2001,HKD
1234500847,2018-02-02,2018-02-02,231,D,10001,USD
1234500257,2017-07-29,2017-07-29,1032,C,2001,USD
1234500956,2017-11-18,2017-11-18,803,C,2001,CAD
1234500003,2018-03-05,2018-03-05,470,C,2001,HKD
1234500883,2018-03-20,2018-03-20,851,D,10001,CAD
1234500805,2017-09-22,2017-09-22,1362,D,10001,INR
1234500646,2018-03-23,2018-03-23,1094,D,10001,CAD
1234500622,2018-02-08,2018-02-08,1008,C,2001,CAD
1234500611,2018-02-11,2018-02-11,466,C,2001,CAD
1234500559,2018-03-21,2018-03-21,1367,D,10001,CAD
1234500932,2017-11-19,2017-11-19,141,D,10001,HKD
1234500236,2018-02-14,2018-02-14,369,D,10001,CAD
1234500975,2017-07-24,2017-07-24,1110,D,10001,CAD
1234500551,2017-11-07,2017-11-07,412,D,10001,HKD
1234500235,2017-08-13,2017-08-13,811,C,2001,USD
1234500024,2017-09-15,2017-09-15,562,C,2001,USD
1234500247,2017-11-26,2017-11-26,763,D,10001,USD
1234500928,2018-02-05,2018-02-05,903,C,2001,CAD
1234500518,2018-01-18,2018-01-18,570,D,10001,CAD
1234500970,2017-09-18,2017-09-18,581,C,2001,USD
1234500709,2017-07-09,2017-07-09,527,D,10001,INR
1234500608,2018-02-03,2018-02-03,190,D,10001,HKD
1234500236,2017-10-10,2017-10-10,439,D,10001,HKD
1234500860,2017-11-11,2017-11-11,1278,C,2001,HKD
1234500417,2018-01-26,2018-01-26,889,C,2001,INR
1234500960,2017-10-24,2017-10-24,720,C,2001,HKD
1234500427,2017-10-31,2017-10-31,1462,D,10001,INR
1234500843,2018-02-14,2018-02-14,105,D,10001,HKD
1234500641,2018-02-01,2018-02-01,523,D,10001,HKD
1234500222,2017-10-05,2017-10-05,951,C,2001,USD
1234500800,2017-09-23,2017-09-23,442,D,10001,HKD
1234500230,2018-03-11,2018-03-11,1008,D,10001,INR
1234500364,2017-12-17,2017-12-17,686,D,10001,INR
1234500380,2017-11-13,2017-11-13,1020,C,2001,INR
