Account Number,Account Opening Balance,Ledger Balance,Clearing Hold,Account status code,Country Code,Account Currency
1234500644,792561,79860,786,8,IND,INR
1234500645,177008,491322,105,1,IND,INR
1234500646,183717,226961,519,1,IND,INR
1234500647,629246,655424,543,5,IND,INR
1234500648,168854,120996,924,5,IND,INR
1234500649,646054,812764,710,5,IND,INR
1234500650,188163,607502,809,5,IND,INR
1234500651,284953,11677,776,5,IND,INR
1234500652,582273,666241,498,5,IND,INR
1234500653,563751,516546,953,5,IND,INR
1234500654,119869,898755,627,5,IND,INR
1234500655,675651,653323,813,5,IND,INR
1234500656,593367,826905,192,5,IND,INR
1234500657,104433,129434,783,5,IND,INR
1234500658,28242,773419,820,5,IND,INR
1234500659,795610,567756,335,5,IND,INR
1234500660,718814,161946,307,8,IND,INR
1234500661,301030,789195,952,1,IND,INR
1234500662,958482,57304,178,1,IND,INR
1234500663,618948,502164,550,1,USA,USD
1234500664,363877,985584,844,1,USA,USD
1234500665,488416,560975,989,1,CAN,CAD
1234500666,966208,902659,864,1,CAN,CAD
1234500667,286370,821111,277,1,CAN,CAD
1234500668,745260,226819,262,1,CAN,CAD
1234500669,72771,48124,909,1,CAN,CAD
1234500670,979313,274687,141,1,CAN,CAD
1234500671,258688,799712,243,1,CAN,CAD
1234500672,923872,295141,577,1,CAN,CAD
1234500673,800270,555560,926,1,CAN,CAD
1234500674,759858,547476,988,1,CAN,CAD
1234500675,757868,783405,465,1,CAN,CAD
1234500676,277275,516994,374,1,CAN,CAD
1234500677,831159,139779,454,1,CAN,CAD
1234500678,845887,852487,844,1,CAN,CAD
1234500679,704830,819398,678,1,CAN,CAD
1234500680,61146,30197,311,1,CAN,CAD
1234500681,585173,69692,930,1,CAN,CAD
1234500682,898753,776002,501,1,CAN,CAD
1234500683,861612,305568,513,1,CAN,CAD
1234500684,306115,993407,409,1,CAN,CAD
1234500685,559267,435196,514,1,USA,USD
1234500686,896737,946603,173,1,USA,USD
1234500687,867510,96542,367,1,USA,USD
1234500688,377833,205155,804,1,USA,USD
1234500689,772824,376433,426,1,USA,USD
1234500690,241220,295481,725,1,USA,USD
1234500691,993758,174550,317,1,USA,USD
1234500692,406545,902001,700,1,USA,USD
1234500693,752057,119224,139,1,USA,USD
1234500694,286631,534880,441,1,USA,USD
1234500695,813744,384480,330,1,USA,USD
1234500696,250846,318713,122,1,USA,USD
1234500697,636572,133741,383,1,USA,USD
1234500698,537247,905610,298,1,USA,USD
1234500699,174156,506650,663,1,USA,USD
1234500700,259530,786688,233,1,USA,USD
1234500701,790209,369790,132,1,USA,USD
1234500702,116488,795299,161,1,USA,USD
1234500703,75227,584962,640,1,USA,USD
1234500704,677322,657614,412,1,USA,USD
1234500705,269355,673232,293,1,IND,INR
1234500706,857074,300921,139,1,IND,INR
1234500707,949066,98484,321,1,IND,INR
1234500708,8766,831328,830,1,IND,INR
1234500709,58900,664923,173,1,IND,INR
1234500710,501340,220375,725,1,IND,INR
1234500711,603007,986749,819,1,IND,INR
1234500712,7039,206432,659,1,IND,INR
1234500713,745201,106600,897,1,IND,INR
1234500714,919279,267099,255,1,IND,INR
1234500715,643606,884103,162,1,IND,INR
1234500716,634157,29479,748,1,IND,INR
1234500717,540322,875902,338,1,IND,INR
1234500718,564224,53249,617,1,IND,INR
1234500719,401369,908570,676,1,IND,INR
1234500720,114038,800294,194,1,IND,INR
1234500721,722386,431602,108,1,IND,INR
1234500722,435267,34623,878,1,IND,INR
1234500723,991272,11344,995,1,IND,INR
1234500724,939564,978372,457,1,IND,INR
1234500725,52567,318223,717,1,IND,INR
1234500726,727343,414100,863,1,IND,INR
1234500727,619666,315876,368,1,IND,INR
1234500728,991391,575570,318,1,IND,INR
1234500729,99856,145158,294,1,IND,INR
1234500730,7110,16101,458,1,IND,INR
1234500731,987402,964386,375,1,IND,INR
1234500732,733297,65017,144,1,IND,INR
1234500733,982306,627814,367,1,CAN,CAD
1234500734,324885,816140,547,1,CAN,CAD
1234500735,35270,657620,388,1,CAN,CAD
1234500736,354281,186125,724,1,CAN,CAD
1234500737,324825,547218,851,1,CAN,CAD
1234500738,100654,438942,654,1,CAN,CAD
1234500739,632864,388875,416,1,CAN,CAD
1234500740,845101,890878,683,1,CAN,CAD
1234500741,390402,501668,718,1,CAN,CAD
1234500742,180832,438025,531,1,IND,INR
1234500743,616187,284726,836,1,IND,INR
1234500744,977284,352761,462,1,IND,INR
1234500745,318710,195040,649,1,USA,USD
1234500746,266967,261882,378,1,USA,USD
1234500747,532107,780988,317,1,USA,USD
1234500748,592391,604708,870,1,USA,USD
1234500749,976300,624352,244,1,USA,USD
1234500750,927941,271139,707,1,USA,USD
1234500751,900222,354441,495,1,USA,USD
1234500752,713786,825740,142,1,USA,USD
1234500753,887851,690735,112,1,USA,USD
1234500754,642888,558211,449,1,USA,USD
1234500755,469669,463201,935,1,USA,USD
1234500756,58001,77446,311,1,USA,USD
1234500757,185400,217400,824,1,USA,USD
1234500758,572552,964000,868,1,USA,USD
1234500759,898288,901724,397,1,USA,USD
1234500760,690955,292748,678,1,USA,USD
1234500761,657671,52272,618,1,USA,USD
1234500762,813395,853111,476,1,USA,USD
1234500763,655350,852087,412,1,USA,USD
1234500764,680415,234647,702,1,USA,USD
1234500765,457996,212160,670,1,USA,USD
1234500766,500996,261419,751,1,USA,USD
1234500767,81652,7358,212,1,USA,USD
1234500768,927262,914723,317,1,USA,USD
1234500769,89134,556738,299,1,IND,INR
1234500770,734741,250090,777,1,IND,INR
1234500771,881384,936336,217,1,IND,INR
1234500772,688192,105574,338,1,IND,INR
1234500773,947174,745738,629,1,IND,INR
1234500774,458361,834395,404,1,IND,INR
1234500775,174203,275205,582,1,IND,INR
1234500776,482612,783977,835,1,IND,INR
1234500777,294324,939892,902,1,IND,INR
1234500778,526232,446713,162,1,IND,INR
1234500779,752047,602926,941,1,IND,INR
1234500780,657312,768685,630,1,IND,INR
1234500781,372513,11478,372,1,IND,INR
1234500782,431552,872611,268,1,IND,INR
1234500783,479027,354058,391,1,IND,INR
1234500784,795062,883110,672,1,IND,INR
1234500785,402519,589320,843,1,IND,INR
1234500786,971406,962837,187,1,IND,INR
1234500787,825637,918730,742,1,IND,INR
1234500788,473189,722795,716,1,IND,INR
1234500789,696699,126508,126,1,IND,INR
1234500790,295517,615749,578,1,IND,INR
1234500791,954368,121865,565,1,IND,INR
1234500792,975464,119345,430,1,IND,INR
1234500793,180861,871496,736,1,IND,INR
1234500794,791531,218658,818,1,IND,INR
1234500795,202288,748447,531,1,IND,INR
1234500796,883936,155672,732,1,IND,INR
1234500797,117581,856080,772,1,CAN,CAD
1234500798,806825,906070,140,1,CAN,CAD
1234500799,297612,748450,836,1,CAN,CAD
1234500800,538870,322593,786,1,USA,USD
1234500801,821467,921971,551,1,USA,USD
1234500802,326222,415734,703,1,USA,USD
1234500803,805076,536104,759,1,USA,USD
1234500804,468204,998539,517,1,USA,USD
1234500805,327080,470965,425,1,USA,USD
1234500806,378933,673428,748,1,USA,USD
1234500807,808636,168035,751,1,USA,USD
1234500808,464631,632591,834,1,USA,USD
1234500809,753354,309735,176,1,USA,USD
1234500810,644922,348651,508,1,USA,USD
1234500811,247626,969246,867,1,USA,USD
1234500812,653573,75635,693,1,USA,USD
1234500813,833778,919444,593,1,USA,USD
1234500814,795590,791154,971,1,USA,USD
1234500815,597035,704200,938,1,USA,USD
1234500816,87041,587996,231,1,USA,USD
1234500817,376678,471155,958,1,USA,USD
1234500818,987827,396600,936,1,USA,USD
1234500819,83995,486891,523,1,USA,USD
1234500820,589245,478692,120,1,USA,USD
1234500821,44572,389029,301,1,USA,USD
1234500822,984887,851707,209,1,USA,USD
1234500823,792238,272185,942,1,USA,USD
1234500824,961990,922296,217,1,IND,INR
1234500825,567387,33022,893,1,IND,INR
1234500826,162634,573284,142,1,IND,INR
1234500827,191077,582529,818,5,IND,INR
1234500828,440374,997302,239,5,IND,INR
1234500829,167709,547559,212,5,IND,INR
1234500830,862792,409574,419,5,IND,INR
1234500831,668287,880041,369,5,IND,INR
1234500832,335647,388848,203,5,IND,INR
1234500833,193893,714583,350,5,IND,INR
1234500834,563425,128760,230,5,IND,INR
1234500835,823542,938423,366,5,IND,INR
1234500836,393801,410294,761,5,IND,INR
1234500837,845430,671524,688,5,IND,INR
1234500838,53570,920541,434,5,IND,INR
1234500839,721891,962209,596,5,IND,INR
1234500840,306709,478253,455,1,IND,INR
1234500841,624926,276984,152,1,IND,INR
1234500842,901987,339841,584,1,IND,INR
1234500843,332109,112813,990,1,IND,INR
1234500844,741375,702896,510,1,IND,INR
1234500845,352569,65724,899,1,IND,INR
1234500846,688741,312712,324,1,IND,INR
1234500847,56167,623141,321,1,IND,INR
1234500848,608135,865287,862,1,IND,INR
1234500849,404469,334615,596,1,IND,INR
1234500850,317626,411191,127,1,IND,INR
1234500851,235204,33594,212,1,IND,INR
1234500852,378399,691691,640,1,CAN,CAD
1234500853,238981,388511,760,1,CAN,CAD
1234500854,981935,510179,854,1,CAN,CAD
1234500855,68089,509960,388,8,CAN,CAD
1234500856,750167,986559,416,8,CAN,CAD
1234500857,48537,973282,676,5,CAN,CAD
1234500858,497454,78641,580,5,CAN,CAD
1234500859,917160,580939,253,5,CAN,CAD
1234500860,59657,488764,508,5,CAN,CAD
1234500861,716116,466249,664,5,CAN,CAD
1234500862,227029,214848,316,5,CAN,CAD
1234500863,907358,449991,569,5,USA,USD
1234500864,993519,53143,924,5,USA,USD
1234500865,542374,255727,332,5,USA,USD
1234500866,45738,553423,439,5,USA,USD
1234500867,925254,701135,917,5,USA,USD
1234500868,169354,590438,333,5,USA,USD
1234500869,24205,383197,550,5,USA,USD
1234500870,888084,810907,856,1,USA,USD
1234500871,89489,770820,390,1,USA,USD
1234500872,486897,192151,426,8,USA,USD
1234500873,785437,446233,425,8,USA,USD
1234500874,251892,345270,354,8,USA,USD
1234500875,563187,509457,109,8,USA,USD
1234500876,935976,392806,136,8,USA,USD
1234500877,571441,382271,697,8,USA,USD
1234500878,959390,92708,548,8,USA,USD
1234500879,566934,90693,518,8,USA,USD
1234500880,961946,705993,718,8,USA,USD
1234500881,769944,474371,794,8,USA,USD
1234500882,764392,51882,829,8,USA,USD
1234500883,577368,683996,194,8,USA,USD
1234500884,117914,603909,687,8,USA,USD
1234500885,709028,13567,381,8,USA,USD
1234500886,378648,113211,117,8,USA,USD
1234500887,678410,145473,454,8,CAN,CAD
1234500888,404903,653163,251,8,CAN,CAD
1234500889,139924,233658,209,8,CAN,CAD
1234500890,244411,511490,439,8,CAN,CAD
1234500891,652809,958981,249,8,CAN,CAD
1234500892,251278,156176,498,8,CAN,CAD
1234500893,335764,490565,493,8,CAN,CAD
1234500894,372480,123832,364,8,CAN,CAD
1234500895,910983,310446,547,8,CAN,CAD
1234500896,395165,85050,243,8,CAN,CAD
1234500897,847536,804635,952,8,CAN,CAD
1234500898,550546,666241,285,8,CAN,CAD
1234500899,752981,922479,232,8,CAN,CAD
1234500900,531006,16171,971,8,CAN,CAD
1234500901,172029,417482,312,8,CAN,CAD
1234500902,282481,750096,766,8,CAN,CAD
1234500903,379885,331044,124,8,CAN,CAD
1234500904,502235,766060,170,8,CAN,CAD
1234500905,165726,254518,538,8,CAN,CAD
1234500906,538600,586071,584,8,CAN,CAD
1234500907,197988,826628,702,8,IND,INR
1234500908,774666,279849,251,8,IND,INR
1234500909,596724,798049,605,8,USA,USD
1234500910,163685,399070,625,8,USA,USD
1234500911,537281,616709,554,8,USA,USD
1234500912,323874,338026,273,8,USA,USD
1234500913,867941,877178,701,8,USA,USD
1234500914,235288,277142,962,8,USA,USD
1234500915,104293,53702,554,8,USA,USD
1234500916,795021,801787,838,8,USA,USD
1234500917,943048,565536,377,8,USA,USD
1234500918,209306,832735,356,8,USA,USD
1234500919,435074,554969,161,8,USA,USD
1234500920,173370,259017,935,8,USA,USD
1234500921,157420,773782,386,8,USA,USD
1234500922,875666,360056,779,8,USA,USD
1234500923,425414,644630,475,8,USA,USD
1234500924,959646,162420,978,8,USA,USD
1234500925,110613,791399,200,8,USA,USD
1234500926,920516,402830,495,8,USA,USD
1234500927,740980,706339,651,8,USA,USD
1234500928,890906,690738,387,8,USA,USD
1234500929,484281,482961,533,8,USA,USD
1234500930,75684,829703,897,8,USA,USD
1234500931,218558,725252,203,8,USA,USD
1234500932,325951,560386,537,8,USA,USD
1234500933,533843,949282,478,8,CAN,CAD
1234500934,533052,154992,937,8,CAN,CAD
1234500935,555570,397831,820,8,CAN,CAD
1234500936,90572,950222,360,8,CAN,CAD
1234500937,393249,722928,297,8,CAN,CAD
1234500938,171977,406211,770,8,CAN,CAD
1234500939,836349,967588,354,1,CAN,CAD
1234500940,865004,560651,160,1,CAN,CAD
1234500941,912685,713274,534,1,CAN,CAD
1234500942,270232,177486,626,1,CAN,CAD
1234500943,724099,978021,183,1,CAN,CAD
1234500944,335517,167722,215,1,CAN,CAD
1234500945,486795,281826,852,1,CAN,CAD
1234500946,826623,25822,856,1,CAN,CAD
1234500947,609498,471455,856,1,CAN,CAD
1234500948,822235,150626,209,1,CAN,CAD
1234500949,534021,412230,241,1,CAN,CAD
1234500950,303352,421522,851,1,CAN,CAD
1234500951,540593,182491,638,1,CAN,CAD
1234500952,835554,981785,413,1,CAN,CAD
1234500953,630965,583674,115,1,IND,INR
1234500954,646191,916451,364,1,IND,INR
1234500955,909288,874301,689,1,IND,INR
1234500956,500365,739225,502,1,IND,INR
1234500957,892700,232810,987,1,USA,USD
1234500958,455556,488300,213,1,USA,USD
1234500959,35355,846740,686,1,USA,USD
1234500960,319055,530206,642,1,USA,USD
1234500961,711422,492525,348,1,USA,USD
1234500962,589327,445236,420,1,USA,USD
1234500963,693516,168347,169,1,USA,USD
1234500964,398751,259359,656,1,USA,USD
1234500965,389028,159065,667,1,USA,USD
1234500966,288172,686534,111,1,USA,USD
1234500967,156659,793064,826,1,USA,USD
1234500968,777580,238447,228,1,USA,USD
1234500969,282754,627716,386,1,USA,USD
1234500970,28004,752497,529,1,USA,USD
1234500971,618381,767314,738,1,USA,USD
1234500972,247945,371439,588,1,USA,USD
1234500973,394096,24749,666,1,USA,USD
1234500974,200386,980536,323,1,USA,USD
1234500975,536807,815516,291,1,USA,USD
1234500976,689596,907617,885,1,USA,USD
1234500977,47460,885728,394,1,USA,USD
1234500978,409362,846112,989,1,USA,USD
1234500979,574239,599849,881,1,USA,USD
1234500980,241678,602396,548,1,USA,USD
1234500981,57442,263075,834,1,CAN,CAD
1234500982,423651,653033,674,1,CAN,CAD
1234500983,899002,646736,359,1,CAN,CAD
1234500984,17722,192809,876,1,CAN,CAD
1234500985,315796,47035,588,5,CAN,CAD
1234500986,305442,767225,185,5,CAN,CAD
1234500987,764870,247992,169,5,CAN,CAD
1234500988,570576,414869,661,5,CAN,CAD
1234500989,599443,330257,787,5,CAN,CAD
1234500990,812911,254944,308,5,CAN,CAD
1234500991,581009,695789,608,5,CAN,CAD
1234500992,836049,792828,222,5,CAN,CAD
1234500993,570760,683372,935,5,CAN,CAD
1234500994,988331,578590,210,5,CAN,CAD
1234500995,290665,839410,146,5,CAN,CAD
1234500996,157786,878329,547,5,CAN,CAD
1234500997,224672,602521,322,5,CAN,CAD
1234500998,152630,846970,295,1,CAN,CAD
1234500999,771122,911904,709,1,CAN,CAD
1234501000,43858,376835,301,1,CAN,CAD
